position,Company,location,weblink,Job ID
 .Net Developer with Azure , Stellar Consulting Solutions ," Alpharetta, GA, USA",https://www.dice.com/jobs/detail/.net-developer-with-azure-stellar-consulting-solutions-alpharetta-ga-30004/90922894/2020%26%2345196?searchlink=search%2F%3Fq%3D.net%2520developer%26countryCode%3DUS%26radius%3D30%26radiusUnit%3Dmi%26page%3D10%26pageSize%3D20%26filters.postedDate%3DONE%26filters.employmentType%3DTHIRD_PARTY%26language%3Den&searchId=ad57ad1c-720e-40e3-ad79-2f589e82ee77,Position Id : W18220
 Sr .Net Developer , CyberCoders ," Pomona, CA, USA",https://www.dice.com/jobs/detail/sr-.net-developer-cybercoders-pomona-ca-91766/cybercod/CH%26%23451572644101?searchlink=search%2F%3Fq%3D.net%2520developer%26countryCode%3DUS%26radius%3D30%26radiusUnit%3Dmi%26page%3D10%26pageSize%3D20%26filters.postedDate%3DONE%26filters.employmentType%3DTHIRD_PARTY%26language%3Den&searchId=ad57ad1c-720e-40e3-ad79-2f589e82ee77,Position Id : 6416707
 ASP .Net developer openings in Columbia MD , Themesoft Inc ," Columbia, MD, USA",https://www.dice.com/jobs/detail/asp-.net-developer-openings-in-columbia-md-themesoft-inc-columbia-md-20588/10123197/2020%26%234525517?searchlink=search%2F%3Fq%3D.net%2520developer%26countryCode%3DUS%26radius%3D30%26radiusUnit%3Dmi%26page%3D11%26pageSize%3D20%26filters.postedDate%3DONE%26filters.employmentType%3DTHIRD_PARTY%26language%3Den&searchId=03b9b6c7-1c5a-4b31-9286-f3c59ac0e95f,Position Id : 2020-1258
 .Net developer , Sonus Software Solutions Inc. ," New York, NY, USA",https://www.dice.com/jobs/detail/.net-developer-sonus-software-solutions-inc.-new-york-ny-10001/91095425/W18220?searchlink=search%2F%3Fq%3D.net%2520developer%26countryCode%3DUS%26radius%3D30%26radiusUnit%3Dmi%26page%3D11%26pageSize%3D20%26filters.postedDate%3DONE%26filters.employmentType%3DTHIRD_PARTY%26language%3Den&searchId=03b9b6c7-1c5a-4b31-9286-f3c59ac0e95f,Position Id : 2020-1196
 Dot Net Developer , Koncenture ," Louisville, KY, USA",https://www.dice.com/jobs/detail/dot-net-developer-koncenture-louisville-ky-40201/91112733/6416707?searchlink=search%2F%3Fq%3D.net%2520developer%26countryCode%3DUS%26radius%3D30%26radiusUnit%3Dmi%26page%3D11%26pageSize%3D20%26filters.postedDate%3DONE%26filters.employmentType%3DTHIRD_PARTY%26language%3Den&searchId=03b9b6c7-1c5a-4b31-9286-f3c59ac0e95f,Position Id : RY 69045
 .NET Developer ," Fourth Technologies, Inc. "," Boston, MA, USA",https://www.dice.com/jobs/detail/.net-developer-fourth-technologies%2C-inc.-boston-ma-02108/fortek/2020%26%23451258?searchlink=search%2F%3Fq%3D.net%2520developer%26countryCode%3DUS%26radius%3D30%26radiusUnit%3Dmi%26page%3D11%26pageSize%3D20%26filters.postedDate%3DONE%26filters.employmentType%3DTHIRD_PARTY%26language%3Den&searchId=03b9b6c7-1c5a-4b31-9286-f3c59ac0e95f,Originally Posted : 3 weeks ago
 .net developer , Intone Networks Inc. ," North Canton, OH, USA",https://www.dice.com/jobs/detail/.net-developer-intone-networks-inc.-north-canton-oh-44720/10423087/2020%26%23451196?searchlink=search%2F%3Fq%3D.net%2520developer%26countryCode%3DUS%26radius%3D30%26radiusUnit%3Dmi%26page%3D11%26pageSize%3D20%26filters.postedDate%3DONE%26filters.employmentType%3DTHIRD_PARTY%26language%3Den&searchId=03b9b6c7-1c5a-4b31-9286-f3c59ac0e95f,Position Id : 2020-15879
 Full Stack .NET Developer ," Logic Soft, Inc. "," Columbus, OH, USA",https://www.dice.com/jobs/detail/full-stack-.net-developer-logic-soft%2C-inc.-columbus-oh-43085/10121591/RY%26%233269045?searchlink=search%2F%3Fq%3D.net%2520developer%26countryCode%3DUS%26radius%3D30%26radiusUnit%3Dmi%26page%3D11%26pageSize%3D20%26filters.postedDate%3DONE%26filters.employmentType%3DTHIRD_PARTY%26language%3Den&searchId=03b9b6c7-1c5a-4b31-9286-f3c59ac0e95f,Position Id : 6432018
 .NET Developer (with Java Exp) , Kforce Technology Staffing ," Minneapolis, MN, USA",https://www.dice.com/jobs/detail/.net-developer-%28with-java-exp%29-kforce-technology-staffing-minneapolis-mn-55401/kforcecx/ITEQG1875425?searchlink=search%2F%3Fq%3D.net%2520developer%26countryCode%3DUS%26radius%3D30%26radiusUnit%3Dmi%26page%3D11%26pageSize%3D20%26filters.postedDate%3DONE%26filters.employmentType%3DTHIRD_PARTY%26language%3Den&searchId=03b9b6c7-1c5a-4b31-9286-f3c59ac0e95f,Originally Posted : 3 months ago
 .Net Developer ," Technogen, Inc. "," High Point, NC, USA",https://www.dice.com/jobs/detail/.net-developer-technogen%2C-inc.-high-point-nc-27260/10217412/2020%26%234515879?searchlink=search%2F%3Fq%3D.net%2520developer%26countryCode%3DUS%26radius%3D30%26radiusUnit%3Dmi%26page%3D11%26pageSize%3D20%26filters.postedDate%3DONE%26filters.employmentType%3DTHIRD_PARTY%26language%3Den&searchId=03b9b6c7-1c5a-4b31-9286-f3c59ac0e95f,Position Id : BBBH3436-237
 .Net Developer (Face to Face Interview @ Ohio) , DevCare Solutions ," Columbus, OH, USA",https://www.dice.com/jobs/detail/.net-developer-%28face-to-face-interview-%40-ohio%29-devcare-solutions-columbus-oh-43085/10304697/6432018?searchlink=search%2F%3Fq%3D.net%2520developer%26countryCode%3DUS%26radius%3D30%26radiusUnit%3Dmi%26page%3D11%26pageSize%3D20%26filters.postedDate%3DONE%26filters.employmentType%3DTHIRD_PARTY%26language%3Den&searchId=03b9b6c7-1c5a-4b31-9286-f3c59ac0e95f,Position Id : BBBH3359-43
 Full Stack .NET Developer , Kforce Technology Staffing ," Raleigh, NC, USA",https://www.dice.com/jobs/detail/full-stack-.net-developer-kforce-technology-staffing-raleigh-nc-27601/kforcecx/ITTVT1860598?searchlink=search%2F%3Fq%3D.net%2520developer%26countryCode%3DUS%26radius%3D30%26radiusUnit%3Dmi%26page%3D11%26pageSize%3D20%26filters.postedDate%3DONE%26filters.employmentType%3DTHIRD_PARTY%26language%3Den&searchId=03b9b6c7-1c5a-4b31-9286-f3c59ac0e95f,Position Id : frontenddotnet
 Azure .Net Developer , Tech Valley Talent ," Philadelphia, PA, USA",https://www.dice.com/jobs/detail/azure-.net-developer-tech-valley-talent-philadelphia-pa-19176/90633191/BBBH3436%26%2345237?searchlink=search%2F%3Fq%3D.net%2520developer%26countryCode%3DUS%26radius%3D30%26radiusUnit%3Dmi%26page%3D11%26pageSize%3D20%26filters.postedDate%3DONE%26filters.employmentType%3DTHIRD_PARTY%26language%3Den&searchId=03b9b6c7-1c5a-4b31-9286-f3c59ac0e95f,Position Id : RAKS- 1428-1241
 Azure .Net Developer , Tech Valley Talent ," Albany, NY, USA",https://www.dice.com/jobs/detail/azure-.net-developer-tech-valley-talent-albany-ny-12210/90633191/BBBH3359%26%234543?searchlink=search%2F%3Fq%3D.net%2520developer%26countryCode%3DUS%26radius%3D30%26radiusUnit%3Dmi%26page%3D11%26pageSize%3D20%26filters.postedDate%3DONE%26filters.employmentType%3DTHIRD_PARTY%26language%3Den&searchId=03b9b6c7-1c5a-4b31-9286-f3c59ac0e95f,Position Id : RY69196
 .NET Developer , Cygnus Professionals ," Ridgeland, MS, USA",https://www.dice.com/jobs/detail/.net-developer-cygnus-professionals-ridgeland-ms-39157/10426508/frontenddotnet?searchlink=search%2F%3Fq%3D.net%2520developer%26countryCode%3DUS%26radius%3D30%26radiusUnit%3Dmi%26page%3D11%26pageSize%3D20%26filters.postedDate%3DONE%26filters.employmentType%3DTHIRD_PARTY%26language%3Den&searchId=03b9b6c7-1c5a-4b31-9286-f3c59ac0e95f,Position Id : 6394521
 .Net Developer , RAKS Group LLC ," Princeton, NJ, USA",https://www.dice.com/jobs/detail/.net-developer-raks-group-llc-princeton-nj-08540/91001915/RAKS%26%2345%26%23321428%26%23451241?searchlink=search%2F%3Fq%3D.net%2520developer%26countryCode%3DUS%26radius%3D30%26radiusUnit%3Dmi%26page%3D11%26pageSize%3D20%26filters.postedDate%3DONE%26filters.employmentType%3DTHIRD_PARTY%26language%3Den&searchId=03b9b6c7-1c5a-4b31-9286-f3c59ac0e95f,Position Id : 6399319
 Sr .NET Developer ," Logic Soft, Inc. "," Columbus, OH, USA",https://www.dice.com/jobs/detail/sr-.net-developer-logic-soft%2C-inc.-columbus-oh-43085/10121591/RY69196?searchlink=search%2F%3Fq%3D.net%2520developer%26countryCode%3DUS%26radius%3D30%26radiusUnit%3Dmi%26page%3D11%26pageSize%3D20%26filters.postedDate%3DONE%26filters.employmentType%3DTHIRD_PARTY%26language%3Den&searchId=03b9b6c7-1c5a-4b31-9286-f3c59ac0e95f,Position Id : .netAR
 .Net Developer , Best High Technologies ," Houston, TX, USA",https://www.dice.com/jobs/detail/.net-developer-best-high-technologies-houston-tx-77001/90979221/6394521?searchlink=search%2F%3Fq%3D.net%2520developer%26countryCode%3DUS%26radius%3D30%26radiusUnit%3Dmi%26page%3D11%26pageSize%3D20%26filters.postedDate%3DONE%26filters.employmentType%3DTHIRD_PARTY%26language%3Den&searchId=03b9b6c7-1c5a-4b31-9286-f3c59ac0e95f,Position Id : 6292796
 Full Stack .NET Developer , Naztec International Group LLC ," West Palm Beach, FL, USA",https://www.dice.com/jobs/detail/full-stack-.net-developer-naztec-international-group-llc-west-palm-beach-fl-33401/10119817/6399319?searchlink=search%2F%3Fq%3D.net%2520developer%26countryCode%3DUS%26radius%3D30%26radiusUnit%3Dmi%26page%3D11%26pageSize%3D20%26filters.postedDate%3DONE%26filters.employmentType%3DTHIRD_PARTY%26language%3Den&searchId=03b9b6c7-1c5a-4b31-9286-f3c59ac0e95f,Position Id : 6427663
 Application .Net developer Contract to Hire , Microexcel ," Chesterfield, MO, USA",https://www.dice.com/jobs/detail/application-.net-developer-contract-to-hire-microexcel-chesterfield-mo-63005/10206078/%26%23372EnetAR?searchlink=search%2F%3Fq%3D.net%2520developer%26countryCode%3DUS%26radius%3D30%26radiusUnit%3Dmi%26page%3D11%26pageSize%3D20%26filters.postedDate%3DONE%26filters.employmentType%3DTHIRD_PARTY%26language%3Den&searchId=03b9b6c7-1c5a-4b31-9286-f3c59ac0e95f,Position Id : 6428627
" .Net Developer  (Long-term contract, Local candidates only please) ", Compass Technology Group ," Addison, TX, USA",https://www.dice.com/jobs/detail/.net-developer--%28long%26%2345term-contract%2C-local-candidates-only-please%29-compass-technology-group-addison-tx-75001/10305593/6292796?searchlink=search%2F%3Fq%3D.net%2520developer%26countryCode%3DUS%26radius%3D30%26radiusUnit%3Dmi%26page%3D11%26pageSize%3D20%26filters.postedDate%3DONE%26filters.employmentType%3DTHIRD_PARTY%26language%3Den&searchId=03b9b6c7-1c5a-4b31-9286-f3c59ac0e95f,Position Id : 6395529
 .Net Developer , Scadea Solutions Inc ," Chicago, IL, USA",https://www.dice.com/jobs/detail/.net-developer-scadea-solutions-inc-chicago-il-60642/10430918/6427663?searchlink=search%2F%3Fq%3D.net%2520developer%26countryCode%3DUS%26radius%3D30%26radiusUnit%3Dmi%26page%3D11%26pageSize%3D20%26filters.postedDate%3DONE%26filters.employmentType%3DTHIRD_PARTY%26language%3Den&searchId=03b9b6c7-1c5a-4b31-9286-f3c59ac0e95f,Position Id : 6381061
 Fullstack .Net Developer with react Experience , Apton Inc ," Folsom, CA, USA",https://www.dice.com/jobs/detail/fullstack-.net-developer-with-react-experience-apton-inc-folsom-ca-95630/91095471/6428627?searchlink=search%2F%3Fq%3D.net%2520developer%26countryCode%3DUS%26radius%3D30%26radiusUnit%3Dmi%26page%3D12%26pageSize%3D20%26filters.postedDate%3DONE%26filters.employmentType%3DTHIRD_PARTY%26language%3Den&searchId=164d0425-6b3f-430d-b10a-7967005852d9,Position Id : 5843123
 Dotnet Developer , American Technology Consulting LLC ," New Castle, DE 19720, USA",https://www.dice.com/jobs/detail/dotnet-developer-american-technology-consulting-llc-new-castle-de-19720/10488885/6395529?searchlink=search%2F%3Fq%3D.net%2520developer%26countryCode%3DUS%26radius%3D30%26radiusUnit%3Dmi%26page%3D12%26pageSize%3D20%26filters.postedDate%3DONE%26filters.employmentType%3DTHIRD_PARTY%26language%3Den&searchId=164d0425-6b3f-430d-b10a-7967005852d9,Originally Posted : 2 weeks ago
 .Net Developer , SM Logics Inc ," Houston, TX, USA",https://www.dice.com/jobs/detail/.net-developer-sm-logics-inc-houston-tx-77001/91102365/6381061?searchlink=search%2F%3Fq%3D.net%2520developer%26countryCode%3DUS%26radius%3D30%26radiusUnit%3Dmi%26page%3D12%26pageSize%3D20%26filters.postedDate%3DONE%26filters.employmentType%3DTHIRD_PARTY%26language%3Den&searchId=164d0425-6b3f-430d-b10a-7967005852d9,Position Id : netsovrich
 .Net Developer , Synechron Inc. ," Charlotte, NC, USA",https://www.dice.com/jobs/detail/.net-developer-synechron-inc.-charlotte-nc-28201/10111699/5843123?searchlink=search%2F%3Fq%3D.net%2520developer%26countryCode%3DUS%26radius%3D30%26radiusUnit%3Dmi%26page%3D12%26pageSize%3D20%26filters.postedDate%3DONE%26filters.employmentType%3DTHIRD_PARTY%26language%3Den&searchId=164d0425-6b3f-430d-b10a-7967005852d9,Position Id : dtntrrwr
 .NET Developer , Matlen Silver ," Newark, DE, USA",https://www.dice.com/jobs/detail/.net-developer-matlen-silver-newark-de-19702/matlennj/6414636?searchlink=search%2F%3Fq%3D.net%2520developer%26countryCode%3DUS%26radius%3D30%26radiusUnit%3Dmi%26page%3D12%26pageSize%3D20%26filters.postedDate%3DONE%26filters.employmentType%3DTHIRD_PARTY%26language%3Den&searchId=164d0425-6b3f-430d-b10a-7967005852d9,Position Id : 471335
 .Net developer SQL ," VED Software Services, Inc. "," Richmond, VA, USA",https://www.dice.com/jobs/detail/.net-developer-sql-ved-software-services%2C-inc.-richmond-va-23173/vedmi001/netsovrich?searchlink=search%2F%3Fq%3D.net%2520developer%26countryCode%3DUS%26radius%3D30%26radiusUnit%3Dmi%26page%3D12%26pageSize%3D20%26filters.postedDate%3DONE%26filters.employmentType%3DTHIRD_PARTY%26language%3Den&searchId=164d0425-6b3f-430d-b10a-7967005852d9,Position Id : 6430938
 .Net Developer with desktop automation tools exp. , Incorporan Inc ," West Point, PA, USA",https://www.dice.com/jobs/detail/.net-developer-with-desktop-automation-tools-exp.-incorporan-inc-west-point-pa-19486/90557102/dtntrrwr?searchlink=search%2F%3Fq%3D.net%2520developer%26countryCode%3DUS%26radius%3D30%26radiusUnit%3Dmi%26page%3D12%26pageSize%3D20%26filters.postedDate%3DONE%26filters.employmentType%3DTHIRD_PARTY%26language%3Den&searchId=164d0425-6b3f-430d-b10a-7967005852d9,Position Id : 6372930
 Senior .Net Developer - Immediate Interview , Riviera Consulting ," New York, NY, USA",https://www.dice.com/jobs/detail/senior-.net-developer-%26%2345-immediate-interview-riviera-consulting-new-york-city-ny-10001/10377907/471335?searchlink=search%2F%3Fq%3D.net%2520developer%26countryCode%3DUS%26radius%3D30%26radiusUnit%3Dmi%26page%3D12%26pageSize%3D20%26filters.postedDate%3DONE%26filters.employmentType%3DTHIRD_PARTY%26language%3Den&searchId=164d0425-6b3f-430d-b10a-7967005852d9,Position Id : MIT - 1146-644
 Sr. .Net Developer (NJ) ," cyberThink, Inc. "," Morristown, NJ 07960, USA",https://www.dice.com/jobs/detail/sr.-.net-developer-%28nj%29-cyberthink%2C-inc.-morristown-nj-07960/cybrthnk/6430938?searchlink=search%2F%3Fq%3D.net%2520developer%26countryCode%3DUS%26radius%3D30%26radiusUnit%3Dmi%26page%3D12%26pageSize%3D20%26filters.postedDate%3DONE%26filters.employmentType%3DTHIRD_PARTY%26language%3Den&searchId=164d0425-6b3f-430d-b10a-7967005852d9,Position Id : 6391793
 .Net Developer , MARS IT ," Madison, WI, USA",https://www.dice.com/jobs/detail/.net-developer-mars-it-madison-wi-53701/10275619/6372930?searchlink=search%2F%3Fq%3D.net%2520developer%26countryCode%3DUS%26radius%3D30%26radiusUnit%3Dmi%26page%3D12%26pageSize%3D20%26filters.postedDate%3DONE%26filters.employmentType%3DTHIRD_PARTY%26language%3Den&searchId=164d0425-6b3f-430d-b10a-7967005852d9,Position Id : 6432252
 Full Stack .Net Developer , Millennium Infotech ," Columbus, OH, USA",https://www.dice.com/jobs/detail/full-stack-.net-developer-millennium-infotech-columbus-oh-43085/10114181/MIT%26%2332%26%2345%26%23321146%26%2345644?searchlink=search%2F%3Fq%3D.net%2520developer%26countryCode%3DUS%26radius%3D30%26radiusUnit%3Dmi%26page%3D12%26pageSize%3D20%26filters.postedDate%3DONE%26filters.employmentType%3DTHIRD_PARTY%26language%3Den&searchId=164d0425-6b3f-430d-b10a-7967005852d9,Position Id : 2020-565
 .Net Developer ," ICST, LLC "," Tampa, FL, USA",https://www.dice.com/jobs/detail/.net-developer-icst%2C-llc-tampa-fl-33601/cst/6391793?searchlink=search%2F%3Fq%3D.net%2520developer%26countryCode%3DUS%26radius%3D30%26radiusUnit%3Dmi%26page%3D12%26pageSize%3D20%26filters.postedDate%3DONE%26filters.employmentType%3DTHIRD_PARTY%26language%3Den&searchId=164d0425-6b3f-430d-b10a-7967005852d9,Position Id : 022420ND
 .Net Developer , Nota Bene Global Services INC. ," Jersey City, NJ, USA",https://www.dice.com/jobs/detail/.net-developer-nota-bene-global-services-inc.-jersey-city-nj-07097/91112737/6432252?searchlink=search%2F%3Fq%3D.net%2520developer%26countryCode%3DUS%26radius%3D30%26radiusUnit%3Dmi%26page%3D12%26pageSize%3D20%26filters.postedDate%3DONE%26filters.employmentType%3DTHIRD_PARTY%26language%3Den&searchId=164d0425-6b3f-430d-b10a-7967005852d9,Position Id : CSI020220201
" .Net Developer Lead at Columbia, SC ( 1 year Contract) ", Data Wave Technologies Inc ," Columbia, SC, USA",https://www.dice.com/jobs/detail/.net-developer-lead-at-columbia%2C-sc-%28-1-year-contract%29-data-wave-technologies-inc-columbia-sc-29203/90696805/2020%26%2345565?searchlink=search%2F%3Fq%3D.net%2520developer%26countryCode%3DUS%26radius%3D30%26radiusUnit%3Dmi%26page%3D12%26pageSize%3D20%26filters.postedDate%3DONE%26filters.employmentType%3DTHIRD_PARTY%26language%3Den&searchId=164d0425-6b3f-430d-b10a-7967005852d9,Position Id : 2020-13980
 .Net Developer ," Resourcesoft, Inc. "," Boston, MA, USA",https://www.dice.com/jobs/detail/.net-developer-resourcesoft%2C-inc.-boston-ma-02108/10117734/022420ND?searchlink=search%2F%3Fq%3D.net%2520developer%26countryCode%3DUS%26radius%3D30%26radiusUnit%3Dmi%26page%3D12%26pageSize%3D20%26filters.postedDate%3DONE%26filters.employmentType%3DTHIRD_PARTY%26language%3Den&searchId=164d0425-6b3f-430d-b10a-7967005852d9,Position Id : 6408888
" .NET Developer / ASP.NET Developer / C#, MS SQL, ASP.NET Developer "," Competent Systems, Inc "," Peoria, IL, USA",https://www.dice.com/jobs/detail/.net-developer-%26%2347-asp.net-developer-%26%2347-c%23%2C-ms-sql%2C-asp.net-developer-competent-systems%2C-inc-peoria-il-61601/10171258/CSI020220201?searchlink=search%2F%3Fq%3D.net%2520developer%26countryCode%3DUS%26radius%3D30%26radiusUnit%3Dmi%26page%3D12%26pageSize%3D20%26filters.postedDate%3DONE%26filters.employmentType%3DTHIRD_PARTY%26language%3Den&searchId=164d0425-6b3f-430d-b10a-7967005852d9,Originally Posted : 2 months ago
 Mid Level .Net Developer :: Pittsburgh PA (Min 4+ Year of experience). , KPG 99 Inc. ," Pittsburgh, PA, USA",https://www.dice.com/jobs/detail/mid-level-.net-developer-%3A%3A-pittsburgh-pa-%28min-4%2B-year-of-experience%29.-kpg-99-inc.-pittsburgh-pa-15201/90672146/2020%26%234513980?searchlink=search%2F%3Fq%3D.net%2520developer%26countryCode%3DUS%26radius%3D30%26radiusUnit%3Dmi%26page%3D12%26pageSize%3D20%26filters.postedDate%3DONE%26filters.employmentType%3DTHIRD_PARTY%26language%3Den&searchId=164d0425-6b3f-430d-b10a-7967005852d9,Position Id : 6426085
 SDL Tridion Web Content Management Consultant/ .NET Developer , Maddisoft ," Houston, TX, USA",https://www.dice.com/jobs/detail/sdl-tridion-web-content-management-consultant%26%2347-.net-developer-maddisoft-houston-tx-77001/RTX19d776/6408888?searchlink=search%2F%3Fq%3D.net%2520developer%26countryCode%3DUS%26radius%3D30%26radiusUnit%3Dmi%26page%3D12%26pageSize%3D20%26filters.postedDate%3DONE%26filters.employmentType%3DTHIRD_PARTY%26language%3Den&searchId=164d0425-6b3f-430d-b10a-7967005852d9,Position Id : 6432344
 .NET Developer with Camstar , Kforce Technology Staffing ," Jacksonville, FL, USA",https://www.dice.com/jobs/detail/.net-developer-with-camstar-kforce-technology-staffing-jacksonville-fl-32256/kforcecx/ITEQG1868239?searchlink=search%2F%3Fq%3D.net%2520developer%26countryCode%3DUS%26radius%3D30%26radiusUnit%3Dmi%26page%3D12%26pageSize%3D20%26filters.postedDate%3DONE%26filters.employmentType%3DTHIRD_PARTY%26language%3Den&searchId=164d0425-6b3f-430d-b10a-7967005852d9,Position Id : 6913434
 .Net Developer , InterSources Inc. ," New York, NY, USA",https://www.dice.com/jobs/detail/.net-developer-intersources-inc.-new-york-ny-10001/90979286/6426085?searchlink=search%2F%3Fq%3D.net%2520developer%26countryCode%3DUS%26radius%3D30%26radiusUnit%3Dmi%26page%3D12%26pageSize%3D20%26filters.postedDate%3DONE%26filters.employmentType%3DTHIRD_PARTY%26language%3Den&searchId=164d0425-6b3f-430d-b10a-7967005852d9,Position Id : 2020-687
 Lead .Net Developer , SM Logics Inc ," Edison, NJ, USA",https://www.dice.com/jobs/detail/lead-.net-developer-sm-logics-inc-edison-nj-08817/91102365/6432344?searchlink=search%2F%3Fq%3D.net%2520developer%26countryCode%3DUS%26radius%3D30%26radiusUnit%3Dmi%26page%3D13%26pageSize%3D20%26filters.postedDate%3DONE%26filters.employmentType%3DTHIRD_PARTY%26language%3Den&searchId=4b0f73bd-67b8-4b3b-9021-76c8accbc83f,Position Id : 6336304
 Sr. Full Stack Azure .NET Developer , JLA ," Princeton, NJ, USA",https://www.dice.com/jobs/detail/sr.-full-stack-azure-.net-developer-jla-princeton-nj-08540/90796024/6913434?searchlink=search%2F%3Fq%3D.net%2520developer%26countryCode%3DUS%26radius%3D30%26radiusUnit%3Dmi%26page%3D13%26pageSize%3D20%26filters.postedDate%3DONE%26filters.employmentType%3DTHIRD_PARTY%26language%3Den&searchId=4b0f73bd-67b8-4b3b-9021-76c8accbc83f,Position Id : VHLTEC0520
 .net Developer - NY - 12 Months Contract , Zen & Art ," New York, NY, USA",https://www.dice.com/jobs/detail/.net-developer-%26%2345-ny-%26%2345-12-months-contract-zen-%26-art-new-york-ny-10001/40001003/2020%26%2345687?searchlink=search%2F%3Fq%3D.net%2520developer%26countryCode%3DUS%26radius%3D30%26radiusUnit%3Dmi%26page%3D13%26pageSize%3D20%26filters.postedDate%3DONE%26filters.employmentType%3DTHIRD_PARTY%26language%3Den&searchId=4b0f73bd-67b8-4b3b-9021-76c8accbc83f,Position Id : 6422182
 .NET Developers - Multiple positions , Kohlisys ," Tampa, FL, USA",https://www.dice.com/jobs/detail/.net-developers-%26%2345-multiple-positions-kohlisys-tampa-fl-33601/90757533/6336304?searchlink=search%2F%3Fq%3D.net%2520developer%26countryCode%3DUS%26radius%3D30%26radiusUnit%3Dmi%26page%3D13%26pageSize%3D20%26filters.postedDate%3DONE%26filters.employmentType%3DTHIRD_PARTY%26language%3Den&searchId=4b0f73bd-67b8-4b3b-9021-76c8accbc83f,Position Id : 2019-29426
 .Net Developer/Coordinator , VHL Technologies ," Columbia, SC, USA",https://www.dice.com/jobs/detail/.net-developer%26%2347coordinator-vhl-technologies-columbia-sc-29201/90982944/VHLTEC0520?searchlink=search%2F%3Fq%3D.net%2520developer%26countryCode%3DUS%26radius%3D30%26radiusUnit%3Dmi%26page%3D13%26pageSize%3D20%26filters.postedDate%3DONE%26filters.employmentType%3DTHIRD_PARTY%26language%3Den&searchId=4b0f73bd-67b8-4b3b-9021-76c8accbc83f,Position Id : 6430163
 .Net Developer with Azure ," Systel,Inc. "," San Ramon, CA, USA",https://www.dice.com/jobs/detail/.net-developer-with-azure-systel%2Cinc.-san-ramon-ca-94582/systel/6422182?searchlink=search%2F%3Fq%3D.net%2520developer%26countryCode%3DUS%26radius%3D30%26radiusUnit%3Dmi%26page%3D13%26pageSize%3D20%26filters.postedDate%3DONE%26filters.employmentType%3DTHIRD_PARTY%26language%3Den&searchId=4b0f73bd-67b8-4b3b-9021-76c8accbc83f,Position Id : 6409510
 .Net developer(C#) !! Redmond WA ," E-Solutions, Inc. "," Redmond, WA, USA",https://www.dice.com/jobs/detail/.net-developer%28c%23%29-%21%21-redmond-wa-e%26%2345solutions%2C-inc.-redmond-wa-98033/10211255/2019%26%234529426?searchlink=search%2F%3Fq%3D.net%2520developer%26countryCode%3DUS%26radius%3D30%26radiusUnit%3Dmi%26page%3D13%26pageSize%3D20%26filters.postedDate%3DONE%26filters.employmentType%3DTHIRD_PARTY%26language%3Den&searchId=4b0f73bd-67b8-4b3b-9021-76c8accbc83f,Position Id : BR-.Net-VA
 Senior .Net Developer - Locals only , Mindlance ," Malden, MA, USA",https://www.dice.com/jobs/detail/senior-.net-developer-%26%2345-locals-only-mindlance-malden-ma-02148/10114908/6430163?searchlink=search%2F%3Fq%3D.net%2520developer%26countryCode%3DUS%26radius%3D30%26radiusUnit%3Dmi%26page%3D13%26pageSize%3D20%26filters.postedDate%3DONE%26filters.employmentType%3DTHIRD_PARTY%26language%3Den&searchId=4b0f73bd-67b8-4b3b-9021-76c8accbc83f,Position Id : 6396933
 Sr .Net Developer/ Lead (onsite/offshore) , VHL Technologies ," Columbia, SC, USA",https://www.dice.com/jobs/detail/sr-.net-developer%26%2347-lead-%28onsite%26%2347offshore%29-vhl-technologies-columbia-sc-29201/90982944/6409510?searchlink=search%2F%3Fq%3D.net%2520developer%26countryCode%3DUS%26radius%3D30%26radiusUnit%3Dmi%26page%3D13%26pageSize%3D20%26filters.postedDate%3DONE%26filters.employmentType%3DTHIRD_PARTY%26language%3Den&searchId=4b0f73bd-67b8-4b3b-9021-76c8accbc83f,Position Id : C#.NETCT
 .Net Developer-Mid Level ," Activesoft, Inc. "," Richmond, VA, USA",https://www.dice.com/jobs/detail/.net-developer%26%2345mid-level-activesoft%2C-inc.-richmond-va-23173/10313782/BR%26%2345%26%23372ENet%26%2345VA?searchlink=search%2F%3Fq%3D.net%2520developer%26countryCode%3DUS%26radius%3D30%26radiusUnit%3Dmi%26page%3D13%26pageSize%3D20%26filters.postedDate%3DONE%26filters.employmentType%3DTHIRD_PARTY%26language%3Den&searchId=4b0f73bd-67b8-4b3b-9021-76c8accbc83f,Position Id : AB_NSTD_0221
 C# .Net Developer with Angular (20-01420) , ICONMA ," O'Fallon, MO, USA",https://www.dice.com/jobs/detail/c%23-.net-developer-with-angular-%2820%26%234501420%29-iconma-o%27fallon-mo/iconma/6396933?searchlink=search%2F%3Fq%3D.net%2520developer%26countryCode%3DUS%26radius%3D30%26radiusUnit%3Dmi%26page%3D13%26pageSize%3D20%26filters.postedDate%3DONE%26filters.employmentType%3DTHIRD_PARTY%26language%3Den&searchId=4b0f73bd-67b8-4b3b-9021-76c8accbc83f,Position Id : L#1
