position,Company,location,weblink,Job ID
 Microsoft .NET Developer ," Vector Consulting, Inc "," Albany, NY, USA",https://www.dice.com/jobs/detail/microsoft-.net-developer-vector-consulting%2C-inc-albany-ny-12201/vector/MA12989D?searchlink=search%2F%3Fq%3D.net%2520developer%26countryCode%3DUS%26radius%3D30%26radiusUnit%3Dmi%26page%3D6%26pageSize%3D20%26filters.postedDate%3DONE%26filters.employmentType%3DTHIRD_PARTY%26language%3Den&searchId=f7110d97-d72e-4546-a21e-1ab94ba3784b,Position Id : JPC66-66
" .NET Developer _ Atlanta, Georgia ", Tekack Consulting LLC ," Atlanta, GA, USA",https://www.dice.com/jobs/detail/.net-developer-_-atlanta%2C-georgia-tekack-consulting-llc-atlanta-ga-30304/91112269/JPC66%26%234566?searchlink=search%2F%3Fq%3D.net%2520developer%26countryCode%3DUS%26radius%3D30%26radiusUnit%3Dmi%26page%3D6%26pageSize%3D20%26filters.postedDate%3DONE%26filters.employmentType%3DTHIRD_PARTY%26language%3Den&searchId=f7110d97-d72e-4546-a21e-1ab94ba3784b,Position Id : 5e4460acdced6412d4592173
 .Net Developer , Resource Informatics Group ," Miami, FL, USA",https://www.dice.com/jobs/detail/.net-developer-resource-informatics-group-miami-fl-33101/10493233/5e4460acdced6412d4592173?searchlink=search%2F%3Fq%3D.net%2520developer%26countryCode%3DUS%26radius%3D30%26radiusUnit%3Dmi%26page%3D6%26pageSize%3D20%26filters.postedDate%3DONE%26filters.employmentType%3DTHIRD_PARTY%26language%3Den&searchId=f7110d97-d72e-4546-a21e-1ab94ba3784b,Position Id : 2019-15324
 .Net developer , United Software Group ," Memphis, TN, USA",https://www.dice.com/jobs/detail/.net-developer-united-software-group-memphis-tn-38138/10204540/2019%26%234515324?searchlink=search%2F%3Fq%3D.net%2520developer%26countryCode%3DUS%26radius%3D30%26radiusUnit%3Dmi%26page%3D6%26pageSize%3D20%26filters.postedDate%3DONE%26filters.employmentType%3DTHIRD_PARTY%26language%3Den&searchId=f7110d97-d72e-4546-a21e-1ab94ba3784b,Position Id : 6432372
 .Net Developer , HUMAC INC. ," New York, NY, USA",https://www.dice.com/jobs/detail/.net-developer-humac-inc.-new-york-ny-10001/10202300/6432372?searchlink=search%2F%3Fq%3D.net%2520developer%26countryCode%3DUS%26radius%3D30%26radiusUnit%3Dmi%26page%3D6%26pageSize%3D20%26filters.postedDate%3DONE%26filters.employmentType%3DTHIRD_PARTY%26language%3Den&searchId=f7110d97-d72e-4546-a21e-1ab94ba3784b,Position Id : 6424681
 .net developer / Consultant , KE Staffing ," Oak Brook, IL 60523, USA",https://www.dice.com/jobs/detail/.net-developer-%26%2347-consultant-ke-staffing-oakbrook-il/91069917/6424681?searchlink=search%2F%3Fq%3D.net%2520developer%26countryCode%3DUS%26radius%3D30%26radiusUnit%3Dmi%26page%3D6%26pageSize%3D20%26filters.postedDate%3DONE%26filters.employmentType%3DTHIRD_PARTY%26language%3Den&searchId=f7110d97-d72e-4546-a21e-1ab94ba3784b,Position Id : 6390436
 .Net Developer , Techgene Solutions LLC ," Nashville, TN, USA",https://www.dice.com/jobs/detail/.net-developer-techgene-solutions-llc-nashville-tn-37201/10109301/6390436?searchlink=search%2F%3Fq%3D.net%2520developer%26countryCode%3DUS%26radius%3D30%26radiusUnit%3Dmi%26page%3D6%26pageSize%3D20%26filters.postedDate%3DONE%26filters.employmentType%3DTHIRD_PARTY%26language%3Den&searchId=f7110d97-d72e-4546-a21e-1ab94ba3784b,Position Id : 20-00564
 .NET Developer ," TSR Consulting Services, Inc. "," Irving, TX, USA",https://www.dice.com/jobs/detail/.net-developer-tsr-consulting-services%2C-inc.-irving-tx-75039/tsrnj/20%26%234500564?searchlink=search%2F%3Fq%3D.net%2520developer%26countryCode%3DUS%26radius%3D30%26radiusUnit%3Dmi%26page%3D6%26pageSize%3D20%26filters.postedDate%3DONE%26filters.employmentType%3DTHIRD_PARTY%26language%3Den&searchId=f7110d97-d72e-4546-a21e-1ab94ba3784b,Position Id : DatamanUSA - 2105-1900
 .Net Developer ," DatamanUSA, LLC ", ,https://www.dice.com/jobs/detail/.net-developer-datamanusa%2C-llc/10109429/DatamanUSA%26%2332%26%2345%26%23322105%26%23451900?searchlink=search%2F%3Fq%3D.net%2520developer%26countryCode%3DUS%26radius%3D30%26radiusUnit%3Dmi%26page%3D6%26pageSize%3D20%26filters.postedDate%3DONE%26filters.employmentType%3DTHIRD_PARTY%26language%3Den&searchId=f7110d97-d72e-4546-a21e-1ab94ba3784b,Position Id : 6432178
 VB .NET Developer (MID level position) , Bioinfo Systems ," Madison, WI, USA",https://www.dice.com/jobs/detail/vb-.net-developer-%28mid-level-position%29-bioinfo-systems-madison-wi-53701/90767737/6432178?searchlink=search%2F%3Fq%3D.net%2520developer%26countryCode%3DUS%26radius%3D30%26radiusUnit%3Dmi%26page%3D6%26pageSize%3D20%26filters.postedDate%3DONE%26filters.employmentType%3DTHIRD_PARTY%26language%3Den&searchId=f7110d97-d72e-4546-a21e-1ab94ba3784b,Position Id : Dav779
 .Net Developer , KE Staffing ," Oak Brook, IL 60523, USA",https://www.dice.com/jobs/detail/.net-developer-ke-staffing-oak-brook-il-60523/91069917/Dav779?searchlink=search%2F%3Fq%3D.net%2520developer%26countryCode%3DUS%26radius%3D30%26radiusUnit%3Dmi%26page%3D6%26pageSize%3D20%26filters.postedDate%3DONE%26filters.employmentType%3DTHIRD_PARTY%26language%3Den&searchId=f7110d97-d72e-4546-a21e-1ab94ba3784b,Position Id : MA5-1571049102
 CONTRACT .NET Developer  (6-12+ Months) , CyberCoders ," Albany, NY, USA",https://www.dice.com/jobs/detail/contract-.net-developer--%286%26%234512%2B-months%29-cybercoders-albany-ny-12201/cybercod/MA5%26%23451571049102?searchlink=search%2F%3Fq%3D.net%2520developer%26countryCode%3DUS%26radius%3D30%26radiusUnit%3Dmi%26page%3D6%26pageSize%3D20%26filters.postedDate%3DONE%26filters.employmentType%3DTHIRD_PARTY%26language%3Den&searchId=f7110d97-d72e-4546-a21e-1ab94ba3784b,Position Id : 6415302
 IA-DHS-SDP5 .NET Developer (621701) , American Technology Consulting LLC ," Des Moines, IA, USA",https://www.dice.com/jobs/detail/ia%26%2345dhs%26%2345sdp5-.net-developer-%28621701%29-american-technology-consulting-llc-des-moines-ia-50301/10488885/6415302?searchlink=search%2F%3Fq%3D.net%2520developer%26countryCode%3DUS%26radius%3D30%26radiusUnit%3Dmi%26page%3D6%26pageSize%3D20%26filters.postedDate%3DONE%26filters.employmentType%3DTHIRD_PARTY%26language%3Den&searchId=f7110d97-d72e-4546-a21e-1ab94ba3784b,Position Id : 2020-14021
" Required Senior .Net Developer--Pittson, PA ", KPG 99 Inc. ," Pittston, PA, USA",https://www.dice.com/jobs/detail/required-senior-.net-developer%26%2345%26%2345pittson%2C-pa-kpg-99-inc.-pittston-pa-18640/90672146/2020%26%234514021?searchlink=search%2F%3Fq%3D.net%2520developer%26countryCode%3DUS%26radius%3D30%26radiusUnit%3Dmi%26page%3D6%26pageSize%3D20%26filters.postedDate%3DONE%26filters.employmentType%3DTHIRD_PARTY%26language%3Den&searchId=f7110d97-d72e-4546-a21e-1ab94ba3784b,Position Id : 6406042
 .Net Developer , HonorVet Technologies ," Salt Lake City, UT, USA",https://www.dice.com/jobs/detail/.net-developer-honorvet-technologies-salt-lake-city-ut-84101/90941473/6406042?searchlink=search%2F%3Fq%3D.net%2520developer%26countryCode%3DUS%26radius%3D30%26radiusUnit%3Dmi%26page%3D6%26pageSize%3D20%26filters.postedDate%3DONE%26filters.employmentType%3DTHIRD_PARTY%26language%3Den&searchId=f7110d97-d72e-4546-a21e-1ab94ba3784b,Originally Posted : 1 month ago
 .NET Developer , Kforce Technology Staffing ," Kaysville, UT 84037, USA",https://www.dice.com/jobs/detail/.net-developer-kforce-technology-staffing-kaysville-ut-84037/kforcecx/ITWQG1871391?searchlink=search%2F%3Fq%3D.net%2520developer%26countryCode%3DUS%26radius%3D30%26radiusUnit%3Dmi%26page%3D6%26pageSize%3D20%26filters.postedDate%3DONE%26filters.employmentType%3DTHIRD_PARTY%26language%3Den&searchId=f7110d97-d72e-4546-a21e-1ab94ba3784b,Position Id : 6432213
 .NET Developers , Saicon Consultants Inc. ," Mesa, AZ, USA",https://www.dice.com/jobs/detail/.net-developers-saicon-consultants-inc.-mesa-az-85201/saicon/6432213?searchlink=search%2F%3Fq%3D.net%2520developer%26countryCode%3DUS%26radius%3D30%26radiusUnit%3Dmi%26page%3D6%26pageSize%3D20%26filters.postedDate%3DONE%26filters.employmentType%3DTHIRD_PARTY%26language%3Den&searchId=f7110d97-d72e-4546-a21e-1ab94ba3784b,Position Id : 6431181
 Senior .Net Developer / .Net Developer , Apollo Technology Solutions ," Rockville, MD, USA",https://www.dice.com/jobs/detail/senior-.net-developer-%26%2347-.net-developer-apollo-technology-solutions-rockville-md-20847/10428553/6431181?searchlink=search%2F%3Fq%3D.net%2520developer%26countryCode%3DUS%26radius%3D30%26radiusUnit%3Dmi%26page%3D6%26pageSize%3D20%26filters.postedDate%3DONE%26filters.employmentType%3DTHIRD_PARTY%26language%3Den&searchId=f7110d97-d72e-4546-a21e-1ab94ba3784b,Originally Posted : 2 months ago
 .NET Developer , Kforce Technology Staffing ," St. Louis, MO, USA",https://www.dice.com/jobs/detail/.net-developer-kforce-technology-staffing-saint-louis-mo-63103/kforcecx/ITTVT1857773?searchlink=search%2F%3Fq%3D.net%2520developer%26countryCode%3DUS%26radius%3D30%26radiusUnit%3Dmi%26page%3D6%26pageSize%3D20%26filters.postedDate%3DONE%26filters.employmentType%3DTHIRD_PARTY%26language%3Den&searchId=f7110d97-d72e-4546-a21e-1ab94ba3784b,Position Id : Soft - 2997-2481
 .Net Developer( Angular) , Softcom Systems ," Pennington, NJ 08534, USA",https://www.dice.com/jobs/detail/.net-developer%28-angular%29-softcom-systems-pennington-nj-08534/10460357/Soft%26%2332%26%2345%26%23322997%26%23452481?searchlink=search%2F%3Fq%3D.net%2520developer%26countryCode%3DUS%26radius%3D30%26radiusUnit%3Dmi%26page%3D6%26pageSize%3D20%26filters.postedDate%3DONE%26filters.employmentType%3DTHIRD_PARTY%26language%3Den&searchId=f7110d97-d72e-4546-a21e-1ab94ba3784b,Position Id : 6431181
 Senior .Net Developer / .Net Developer , Apollo Technology Solutions ," Rockville, MD, USA",https://www.dice.com/jobs/detail/senior-.net-developer-%26%2347-.net-developer-apollo-technology-solutions-rockville-md-20847/10428553/6431181?searchlink=search%2F%3Fq%3D.net%2520developer%26countryCode%3DUS%26radius%3D30%26radiusUnit%3Dmi%26page%3D7%26pageSize%3D20%26filters.postedDate%3DONE%26filters.employmentType%3DTHIRD_PARTY%26language%3Den&searchId=65cdf5df-0b76-45b6-95d0-ac5d884eb407,Originally Posted : 2 months ago
 .NET Developer , Kforce Technology Staffing ," St. Louis, MO, USA",https://www.dice.com/jobs/detail/.net-developer-kforce-technology-staffing-saint-louis-mo-63103/kforcecx/ITTVT1857773?searchlink=search%2F%3Fq%3D.net%2520developer%26countryCode%3DUS%26radius%3D30%26radiusUnit%3Dmi%26page%3D7%26pageSize%3D20%26filters.postedDate%3DONE%26filters.employmentType%3DTHIRD_PARTY%26language%3Den&searchId=65cdf5df-0b76-45b6-95d0-ac5d884eb407,Position Id : Soft - 2997-2481
 .Net Developer( Angular) , Softcom Systems ," Pennington, NJ 08534, USA",https://www.dice.com/jobs/detail/.net-developer%28-angular%29-softcom-systems-pennington-nj-08534/10460357/Soft%26%2332%26%2345%26%23322997%26%23452481?searchlink=search%2F%3Fq%3D.net%2520developer%26countryCode%3DUS%26radius%3D30%26radiusUnit%3Dmi%26page%3D7%26pageSize%3D20%26filters.postedDate%3DONE%26filters.employmentType%3DTHIRD_PARTY%26language%3Den&searchId=65cdf5df-0b76-45b6-95d0-ac5d884eb407,Position Id : 6425811
 SR .NET DEVELOPER , TORQUE TECHNOLOGIES LLC ," St. Louis, MO, USA",https://www.dice.com/jobs/detail/sr-.net-developer-torque-technologies-llc-st.-louis-mo/10432811/6425811?searchlink=search%2F%3Fq%3D.net%2520developer%26countryCode%3DUS%26radius%3D30%26radiusUnit%3Dmi%26page%3D7%26pageSize%3D20%26filters.postedDate%3DONE%26filters.employmentType%3DTHIRD_PARTY%26language%3Den&searchId=65cdf5df-0b76-45b6-95d0-ac5d884eb407,Position Id : TP- 1246-247
 .Net Developer , Impetus Systems and Careers ," Brooklyn, NY, USA",https://www.dice.com/jobs/detail/.net-developer-impetus-systems-and-careers-brooklyn-ny-11201/91089107/TP%26%2345%26%23321246%26%2345247?searchlink=search%2F%3Fq%3D.net%2520developer%26countryCode%3DUS%26radius%3D30%26radiusUnit%3Dmi%26page%3D7%26pageSize%3D20%26filters.postedDate%3DONE%26filters.employmentType%3DTHIRD_PARTY%26language%3Den&searchId=65cdf5df-0b76-45b6-95d0-ac5d884eb407,Position Id : 6392320
 1) Jr .Net Developer 2) Sr .Net Developer , Creative IT India Pvt. Ltd.(CRITI) ," Falls Church, VA, USA",https://www.dice.com/jobs/detail/1%29-jr-.net-developer-2%29-sr-.net-developer-creative-it-india-pvt.-ltd.%28criti%29-falls-church-va-22040/10432825/6392320?searchlink=search%2F%3Fq%3D.net%2520developer%26countryCode%3DUS%26radius%3D30%26radiusUnit%3Dmi%26page%3D7%26pageSize%3D20%26filters.postedDate%3DONE%26filters.employmentType%3DTHIRD_PARTY%26language%3Den&searchId=65cdf5df-0b76-45b6-95d0-ac5d884eb407,Position Id : 6430738
 .NET Developer ," Niit Technologies, Inc. "," Miramar, FL, USA",https://www.dice.com/jobs/detail/.net-developer-niit-technologies%2C-inc.-miramar-fl-33023/RTL036009/6430738?searchlink=search%2F%3Fq%3D.net%2520developer%26countryCode%3DUS%26radius%3D30%26radiusUnit%3Dmi%26page%3D7%26pageSize%3D20%26filters.postedDate%3DONE%26filters.employmentType%3DTHIRD_PARTY%26language%3Den&searchId=65cdf5df-0b76-45b6-95d0-ac5d884eb407,Position Id : 6416212
" .NET Developer_Contract_NYC ,NY ", Arminus Software LLC ," New York, NY, USA",https://www.dice.com/jobs/detail/.net-developer_contract_nyc-%2Cny-arminus-software-llc-nyc-ny-10001/90987828/6416212?searchlink=search%2F%3Fq%3D.net%2520developer%26countryCode%3DUS%26radius%3D30%26radiusUnit%3Dmi%26page%3D7%26pageSize%3D20%26filters.postedDate%3DONE%26filters.employmentType%3DTHIRD_PARTY%26language%3Den&searchId=65cdf5df-0b76-45b6-95d0-ac5d884eb407,Position Id : 6418488
 .NET Developer (IVR)--Contact center--Voice ," Softpath System, LLC. "," Atlanta, GA, USA",https://www.dice.com/jobs/detail/.net-developer-%28ivr%29%26%2345%26%2345contact-center%26%2345%26%2345voice-softpath-system%2C-llc.-atlanta-ga-30301/softpath/6418488?searchlink=search%2F%3Fq%3D.net%2520developer%26countryCode%3DUS%26radius%3D30%26radiusUnit%3Dmi%26page%3D7%26pageSize%3D20%26filters.postedDate%3DONE%26filters.employmentType%3DTHIRD_PARTY%26language%3Den&searchId=65cdf5df-0b76-45b6-95d0-ac5d884eb407,Originally Posted : 1 month ago
 Full Stack .NET Developer , Kforce Technology Staffing ," Louisville, KY, USA",https://www.dice.com/jobs/detail/full-stack-.net-developer-kforce-technology-staffing-louisville-ky-40202/kforcecx/ITEQG1873322?searchlink=search%2F%3Fq%3D.net%2520developer%26countryCode%3DUS%26radius%3D30%26radiusUnit%3Dmi%26page%3D7%26pageSize%3D20%26filters.postedDate%3DONE%26filters.employmentType%3DTHIRD_PARTY%26language%3Den&searchId=65cdf5df-0b76-45b6-95d0-ac5d884eb407,Originally Posted : 3 weeks ago
 .NET Developer , Kforce Technology Staffing ," Houston, TX, USA",https://www.dice.com/jobs/detail/.net-developer-kforce-technology-staffing-houston-tx-77002/kforcecx/ITWQG1875732?searchlink=search%2F%3Fq%3D.net%2520developer%26countryCode%3DUS%26radius%3D30%26radiusUnit%3Dmi%26page%3D7%26pageSize%3D20%26filters.postedDate%3DONE%26filters.employmentType%3DTHIRD_PARTY%26language%3Den&searchId=65cdf5df-0b76-45b6-95d0-ac5d884eb407,Position Id : 6425709
 .Net Developer , Saanvi Technologies ," Lansing, MI, USA",https://www.dice.com/jobs/detail/.net-developer-saanvi-technologies-lansing-mi-48901/10335215/6425709?searchlink=search%2F%3Fq%3D.net%2520developer%26countryCode%3DUS%26radius%3D30%26radiusUnit%3Dmi%26page%3D7%26pageSize%3D20%26filters.postedDate%3DONE%26filters.employmentType%3DTHIRD_PARTY%26language%3Den&searchId=65cdf5df-0b76-45b6-95d0-ac5d884eb407,Position Id : 6431727
" Need-.NET Developer-New York, NY- 12+ Months-RR ", ASCII Group LLC ," New York, NY, USA",https://www.dice.com/jobs/detail/need%26%2345.net-developer%26%2345new-york%2C-ny%26%2345-12%2B-months%26%2345rr-ascii-group-llc-new-york-ny-10001/10117479/6431727?searchlink=search%2F%3Fq%3D.net%2520developer%26countryCode%3DUS%26radius%3D30%26radiusUnit%3Dmi%26page%3D7%26pageSize%3D20%26filters.postedDate%3DONE%26filters.employmentType%3DTHIRD_PARTY%26language%3Den&searchId=65cdf5df-0b76-45b6-95d0-ac5d884eb407,Originally Posted : 2 months ago
 .NET Developers , Kforce Technology Staffing ," Dallas, TX, USA",https://www.dice.com/jobs/detail/.net-developers-kforce-technology-staffing-dallas-tx-75247/kforcecx/ITWQG1864065?searchlink=search%2F%3Fq%3D.net%2520developer%26countryCode%3DUS%26radius%3D30%26radiusUnit%3Dmi%26page%3D7%26pageSize%3D20%26filters.postedDate%3DONE%26filters.employmentType%3DTHIRD_PARTY%26language%3Den&searchId=65cdf5df-0b76-45b6-95d0-ac5d884eb407,Originally Posted : 2 weeks ago
 .NET Developer , Kforce Technology Staffing ," Minneapolis, MN, USA",https://www.dice.com/jobs/detail/.net-developer-kforce-technology-staffing-minneapolis-mn-55402/kforcecx/ITEQG1876814?searchlink=search%2F%3Fq%3D.net%2520developer%26countryCode%3DUS%26radius%3D30%26radiusUnit%3Dmi%26page%3D7%26pageSize%3D20%26filters.postedDate%3DONE%26filters.employmentType%3DTHIRD_PARTY%26language%3Den&searchId=65cdf5df-0b76-45b6-95d0-ac5d884eb407,Position Id : 4795
 .Net Developer ," EATEAM, Inc. "," Rosemount, MN 55068, USA",https://www.dice.com/jobs/detail/.net-developer-eateam%2C-inc.-rosemount-mn-55068/10121103/4795?searchlink=search%2F%3Fq%3D.net%2520developer%26countryCode%3DUS%26radius%3D30%26radiusUnit%3Dmi%26page%3D7%26pageSize%3D20%26filters.postedDate%3DONE%26filters.employmentType%3DTHIRD_PARTY%26language%3Den&searchId=65cdf5df-0b76-45b6-95d0-ac5d884eb407,Position Id : eDFTNETANGTX
 Full Stack .Net Developer , eDataForce consulting LLC ," Dallas, TX, USA",https://www.dice.com/jobs/detail/full-stack-.net-developer-edataforce-consulting-llc-dallas-tx-75201/10265021/eDFTNETANGTX?searchlink=search%2F%3Fq%3D.net%2520developer%26countryCode%3DUS%26radius%3D30%26radiusUnit%3Dmi%26page%3D7%26pageSize%3D20%26filters.postedDate%3DONE%26filters.employmentType%3DTHIRD_PARTY%26language%3Den&searchId=65cdf5df-0b76-45b6-95d0-ac5d884eb407,Position Id : 6431377
 Senior .Net Developer ," Charter Global, Inc. "," Philadelphia, PA, USA",https://www.dice.com/jobs/detail/senior-.net-developer-charter-global%2C-inc.-philadelphia-pa-19019/chartpro/6431377?searchlink=search%2F%3Fq%3D.net%2520developer%26countryCode%3DUS%26radius%3D30%26radiusUnit%3Dmi%26page%3D7%26pageSize%3D20%26filters.postedDate%3DONE%26filters.employmentType%3DTHIRD_PARTY%26language%3Den&searchId=65cdf5df-0b76-45b6-95d0-ac5d884eb407,Position Id : 6431734
 Sr .NET Developer ," Charter Global, Inc. "," Philadelphia, PA, USA",https://www.dice.com/jobs/detail/sr-.net-developer-charter-global%2C-inc.-philadelphia-pa-19019/chartpro/6431734?searchlink=search%2F%3Fq%3D.net%2520developer%26countryCode%3DUS%26radius%3D30%26radiusUnit%3Dmi%26page%3D7%26pageSize%3D20%26filters.postedDate%3DONE%26filters.employmentType%3DTHIRD_PARTY%26language%3Den&searchId=65cdf5df-0b76-45b6-95d0-ac5d884eb407,Position Id : 6432581
 Sr. .Net Developer - Need local to Georgia ONLY ," Paramount Software Solutions, Inc "," Atlanta, GA, USA",https://www.dice.com/jobs/detail/sr.-.net-developer-%26%2345-need-local-to-georgia-only-paramount-software-solutions%2C-inc-atlanta-ga-30301/10452799/6432581?searchlink=search%2F%3Fq%3D.net%2520developer%26countryCode%3DUS%26radius%3D30%26radiusUnit%3Dmi%26page%3D7%26pageSize%3D20%26filters.postedDate%3DONE%26filters.employmentType%3DTHIRD_PARTY%26language%3Den&searchId=65cdf5df-0b76-45b6-95d0-ac5d884eb407,Position Id : 6388440
 .NET Developer (Angular framework Exp) ," Enternet Business Systems, Inc. "," New York, NY, USA",https://www.dice.com/jobs/detail/.net-developer-%28angular-framework-exp%29-enternet-business-systems%2C-inc.-new-york-ny-10001/10115416/6388440?searchlink=search%2F%3Fq%3D.net%2520developer%26countryCode%3DUS%26radius%3D30%26radiusUnit%3Dmi%26page%3D8%26pageSize%3D20%26filters.postedDate%3DONE%26filters.employmentType%3DTHIRD_PARTY%26language%3Den&searchId=e5389585-d185-46d1-8674-6de3f1f3ec43,Position Id : BBBH11484-814
 .NET Developer , QED National ," Brooklyn, NY, USA",https://www.dice.com/jobs/detail/.net-developer-qed-national-brooklyn-ny-11225/qed/BBBH11484%26%2345814?searchlink=search%2F%3Fq%3D.net%2520developer%26countryCode%3DUS%26radius%3D30%26radiusUnit%3Dmi%26page%3D8%26pageSize%3D20%26filters.postedDate%3DONE%26filters.employmentType%3DTHIRD_PARTY%26language%3Den&searchId=e5389585-d185-46d1-8674-6de3f1f3ec43,Position Id : 6427128
 .NET Developer (In & Around) , Kaizen Technologies ," New York, NY, USA",https://www.dice.com/jobs/detail/.net-developer-%28in-%26-around%29-kaizen-technologies-nyc-ny-10001/10117326/6427128?searchlink=search%2F%3Fq%3D.net%2520developer%26countryCode%3DUS%26radius%3D30%26radiusUnit%3Dmi%26page%3D8%26pageSize%3D20%26filters.postedDate%3DONE%26filters.employmentType%3DTHIRD_PARTY%26language%3Den&searchId=e5389585-d185-46d1-8674-6de3f1f3ec43,Position Id : 6418905
 .NET DEVELOPER JOB , BigBevy Consulting ," Phoenix, AZ, USA",https://www.dice.com/jobs/detail/.net-developer-job-bigbevy-consulting-phoenix-az-85001/90854143/6418905?searchlink=search%2F%3Fq%3D.net%2520developer%26countryCode%3DUS%26radius%3D30%26radiusUnit%3Dmi%26page%3D8%26pageSize%3D20%26filters.postedDate%3DONE%26filters.employmentType%3DTHIRD_PARTY%26language%3Den&searchId=e5389585-d185-46d1-8674-6de3f1f3ec43,Position Id : 6431963
 Georgia Locals Only ::: .Net Developer Maddy J ," Paramount Software Solutions, Inc "," Atlanta, GA, USA",https://www.dice.com/jobs/detail/georgia-locals-only-%3A%3A%3A-.net-developer-maddy-j-paramount-software-solutions%2C-inc-atlanta-ga-30301/10452799/6431963?searchlink=search%2F%3Fq%3D.net%2520developer%26countryCode%3DUS%26radius%3D30%26radiusUnit%3Dmi%26page%3D8%26pageSize%3D20%26filters.postedDate%3DONE%26filters.employmentType%3DTHIRD_PARTY%26language%3Den&searchId=e5389585-d185-46d1-8674-6de3f1f3ec43,Position Id : 2020-1223
" Full Stack .NET Developer !! Long Term Contract !! Hartford, CT ", Intone Networks Inc. ," Hartford, CT, USA",https://www.dice.com/jobs/detail/full-stack-.net-developer-%21%21-long-term-contract-%21%21-hartford%2C-ct-intone-networks-inc.-hartford-ct-06101/10423087/2020%26%23451223?searchlink=search%2F%3Fq%3D.net%2520developer%26countryCode%3DUS%26radius%3D30%26radiusUnit%3Dmi%26page%3D8%26pageSize%3D20%26filters.postedDate%3DONE%26filters.employmentType%3DTHIRD_PARTY%26language%3Den&searchId=e5389585-d185-46d1-8674-6de3f1f3ec43,Position Id : 6407579
 .Net Developer(Must have WPF Exp) , Dew Softech Inc ," Pittsburgh, PA, USA",https://www.dice.com/jobs/detail/.net-developer%28must-have-wpf-exp%29-dew-softech-inc-pittsburgh-pa-15201/10243845/6407579?searchlink=search%2F%3Fq%3D.net%2520developer%26countryCode%3DUS%26radius%3D30%26radiusUnit%3Dmi%26page%3D8%26pageSize%3D20%26filters.postedDate%3DONE%26filters.employmentType%3DTHIRD_PARTY%26language%3Den&searchId=e5389585-d185-46d1-8674-6de3f1f3ec43,Position Id : 7936
 .NET DEVELOPER ," Aardvark Systems & Programming, Inc. "," Watertown, MA, USA",https://www.dice.com/jobs/detail/.net-developer-aardvark-systems-%26-programming%2C-inc.-watertown-ma-02471/aardvark/7936?searchlink=search%2F%3Fq%3D.net%2520developer%26countryCode%3DUS%26radius%3D30%26radiusUnit%3Dmi%26page%3D8%26pageSize%3D20%26filters.postedDate%3DONE%26filters.employmentType%3DTHIRD_PARTY%26language%3Den&searchId=e5389585-d185-46d1-8674-6de3f1f3ec43,Position Id : 6416049
 C#/ .Net Developer (Only Local) , AB2 Consulting Inc ," Salem, OR, USA",https://www.dice.com/jobs/detail/c%23%26%2347-.net-developer-%28only-local%29-ab2-consulting-inc-salem-or-97301/90738783/6416049?searchlink=search%2F%3Fq%3D.net%2520developer%26countryCode%3DUS%26radius%3D30%26radiusUnit%3Dmi%26page%3D8%26pageSize%3D20%26filters.postedDate%3DONE%26filters.employmentType%3DTHIRD_PARTY%26language%3Den&searchId=e5389585-d185-46d1-8674-6de3f1f3ec43,Position Id : 6420924
" .Net Developer Salem, OR Maddy J "," Paramount Software Solutions, Inc "," Salem, OR, USA",https://www.dice.com/jobs/detail/.net-developer-salem%2C-or-maddy-j-paramount-software-solutions%2C-inc-salem-or-97301/10452799/6420924?searchlink=search%2F%3Fq%3D.net%2520developer%26countryCode%3DUS%26radius%3D30%26radiusUnit%3Dmi%26page%3D8%26pageSize%3D20%26filters.postedDate%3DONE%26filters.employmentType%3DTHIRD_PARTY%26language%3Den&searchId=e5389585-d185-46d1-8674-6de3f1f3ec43,Position Id : 6430409
" Full Stack .NET Developer ===Denver, CO. == Local Only ", Resource Consulting Services ," Denver, CO, USA",https://www.dice.com/jobs/detail/full-stack-.net-developer-%3D%3D%3Ddenver%2C-co.-%3D%3D-local-only-resource-consulting-services-denver-co-80201/91019203/6430409?searchlink=search%2F%3Fq%3D.net%2520developer%26countryCode%3DUS%26radius%3D30%26radiusUnit%3Dmi%26page%3D8%26pageSize%3D20%26filters.postedDate%3DONE%26filters.employmentType%3DTHIRD_PARTY%26language%3Den&searchId=e5389585-d185-46d1-8674-6de3f1f3ec43,Position Id : reqspcs-1964
 .Net developer _ REMOTE , Pioneer Corporate Services Inc ," Frisco, TX, USA",https://www.dice.com/jobs/detail/.net-developer-_-remote-pioneer-corporate-services-inc-frisco-tx-75033/10120177/reqspcs%26%23451964?searchlink=search%2F%3Fq%3D.net%2520developer%26countryCode%3DUS%26radius%3D30%26radiusUnit%3Dmi%26page%3D8%26pageSize%3D20%26filters.postedDate%3DONE%26filters.employmentType%3DTHIRD_PARTY%26language%3Den&searchId=e5389585-d185-46d1-8674-6de3f1f3ec43,Position Id : 6422503
 .NET Developer , Atyeti ," Raleigh, NC, USA",https://www.dice.com/jobs/detail/.net-developer-atyeti-raleigh-nc-27601/10378739/6422503?searchlink=search%2F%3Fq%3D.net%2520developer%26countryCode%3DUS%26radius%3D30%26radiusUnit%3Dmi%26page%3D8%26pageSize%3D20%26filters.postedDate%3DONE%26filters.employmentType%3DTHIRD_PARTY%26language%3Den&searchId=e5389585-d185-46d1-8674-6de3f1f3ec43,Position Id : 6231596
